Produced Item Name,Crafting WorkBench,Qty Made,Perks Needed,Proximity (When None),Items Required,Additional Requirements
Arrow: Ebony,Forge,15,Ebony Blacksmithing,Forge,1 Ingot: Ebony 1 Wood,
Arrow: Ebony Fire,Forge,15,"Arcane Craftsmanship,Ebony Blacksmithing",Forge,15 Arrow: Ebony 1 Fire Salts,
Arrow: Ebony Ice,Forge,15,"Arcane Craftsmanship,Ebony Blacksmithing",Forge,15 Arrow: Ebony 1 Frost Salts,
Arrow: Ebony Shock,Forge,15,"Arcane Craftsmanship,Ebony Blacksmithing",Forge,15 Arrow: Ebony 1 Void Salts,
Arrow: Elven,Forge,15,Elven Blacksmithing,Forge,1 Wood 1 Ingot: Calcinium,
Arrow: Elven Fire,Forge,15,"Arcane Craftsmanship,Elven Blacksmithing",Forge,15 Arrow: Elven 1 Fire Salts,
Arrow: Elven Ice,Forge,15,"Arcane Craftsmanship,Elven Blacksmithing",Forge,15 Arrow: Elven 1 Frost Salts,
Arrow: Elven Shock,Forge,15,"Arcane Craftsmanship,Elven Blacksmithing",Forge,15 Arrow: Elven 1 Void Salts,
Arrow: Falmer,Forge,24,Craftsmanship,Forge,1 Chaurus Chitin 1 Wood,
Arrow: Falmer (Crude),Player Crafting,10,Craftsmanship,Player Crafting,1 Wood 10 Fragment: Chitin,"Forage Skill Greater or Equal to 1,Forage Skill Less than 4"
Arrow: Falmer (Good),Player Crafting,10,Craftsmanship,Player Crafting,1 Wood 1 Falmer Resin 10 Fragment: Chitin,"Forage Skill Greater or Equal to 4,Forage Skill Less than 8"
Arrow: Falmer (Superlative),Player Crafting,10,Craftsmanship,Player Crafting,1 Wood 1 Falmer Resin 1 Chitin Resin 10 Fragment: Chitin,Forage Skill Greater or Equal to 8
Arrow: Forsworn,Forge,24,Craftsmanship,Forge,1 Doe Antlers 1 Wood,
Arrow: Glass,Forge,15,Glass Blacksmithing,Forge,1 Ingot: Malachite 1 Wood,
Arrow: Glass Fire,Forge,15,"Arcane Craftsmanship,Glass Blacksmithing",Forge,15 Arrow: Glass 1 Fire Salts,
Arrow: Glass Ice,Forge,15,"Arcane Craftsmanship,Glass Blacksmithing",Forge,15 Arrow: Glass 1 Frost Salts,
Arrow: Glass Shock,Forge,15,"Arcane Craftsmanship,Glass Blacksmithing",Forge,15 Arrow: Glass 1 Void Salts,
Arrow: Iron,Forge,15,Craftsmanship,Forge,1 Ingot: Iron 1 Wood,
Arrow: Iron Fire,Forge,15,"Craftsmanship,Arcane Craftsmanship",Forge,15 Arrow: Iron 1 Fire Salts,
Arrow: Iron Ice,Forge,15,"Arcane Craftsmanship,Craftsmanship",Forge,15 Arrow: Iron 1 Frost Salts,
Arrow: Iron Shock,Forge,15,"Arcane Craftsmanship,Craftsmanship",Forge,15 Arrow: Iron 1 Void Salts,
Arrow: Ivory (Crude),Player Crafting,10,Craftsmanship,Player Crafting,1 Wood 1 Polished Ivory,"Forage Skill Greater or Equal to 1,Forage Skill Less than 4"
Arrow: Ivory (Good),Player Crafting,10,Craftsmanship,Player Crafting,1 Wood 1 Polished Ivory 10 Fragment: Ivory,"Forage Skill Greater or Equal to 4,Forage Skill Less than 8"
Arrow: Ivory (Superlative),Player Crafting,10,Craftsmanship,Player Crafting,1 Wood 1 Bonesap 1 Polished Ivory 10 Fragment: Ivory,Forage Skill Greater or Equal to 8
Arrow: Nordic,Forge,15,Nordic Blacksmithing,Forge,1 Wood 1 Ingot: Galatite,
Arrow: Nordic Fire,Forge,15,"Arcane Craftsmanship,Nordic Blacksmithing",Forge,1 Fire Salts 15 Arrow: Nordic,
Arrow: Nordic Frost,Forge,15,"Arcane Craftsmanship,Nordic Blacksmithing",Forge,1 Frost Salts 15 Arrow: Nordic,
Arrow: Nordic Shock,Forge,15,"Arcane Craftsmanship,Nordic Blacksmithing",Forge,1 Void Salts 15 Arrow: Nordic,
Arrow: Orcish,Forge,15,Orcish Blacksmithing,Forge,1 Ingot: Orichalcum 1 Wood,
Arrow: Orcish Fire,Forge,15,"Arcane Craftsmanship,Orcish Blacksmithing",Forge,15 Arrow: Orcish 1 Fire Salts,
Arrow: Orcish Ice,Forge,15,"Arcane Craftsmanship,Orcish Blacksmithing",Forge,15 Arrow: Orcish 1 Frost Salts,
Arrow: Orcish Shock,Forge,15,"Arcane Craftsmanship,Orcish Blacksmithing",Forge,15 Arrow: Orcish 1 Void Salts,
Arrow: Silver,Forge,15,Craftsmanship,Forge,1 Ingot: Silver 1 Ingot: Steel 1 Wood,
Arrow: Silver Fire,Forge,15,"Arcane Craftsmanship,Craftsmanship",Forge,1 Fire Salts 15 Arrow: Silver,
Arrow: Silver Ice,Forge,15,"Arcane Craftsmanship,Craftsmanship",Forge,1 Frost Salts 15 Arrow: Silver,
Arrow: Silver Shock,Forge,15,"Arcane Craftsmanship,Craftsmanship",Forge,1 Void Salts 15 Arrow: Silver,
Arrow: Skyforge Steel,Forge,15,Advanced Blacksmithing,Forge,1 Wood 1 Ingot: Galatite,
Arrow: Stalhrim,Forge,15,Stalhrim Smithing,Forge,1 Wood 1 Stalhrim,A New Source of Stalhrim
Arrow: Stalhrim Fire,Forge,15,"Arcane Craftsmanship,Stalhrim Smithing",Forge,1 Fire Salts 15 Arrow: Stalhrim,
Arrow: Stalhrim Frost,Forge,15,"Arcane Craftsmanship,Stalhrim Smithing",Forge,1 Frost Salts 15 Arrow: Stalhrim,
Arrow: Stalhrim Shock,Forge,15,"Arcane Craftsmanship,Stalhrim Smithing",Forge,1 Void Salts 15 Arrow: Stalhrim,
Arrow: Steel,Forge,15,Craftsmanship,Forge,1 Ingot: Steel 1 Wood,
Arrow: Steel Fire,Forge,15,"Arcane Craftsmanship,Craftsmanship",Forge,15 Arrow: Steel 1 Fire Salts,
Arrow: Steel Ice,Forge,15,"Arcane Craftsmanship,Craftsmanship",Forge,15 Arrow: Steel 1 Frost Salts,
Arrow: Steel Shock,Forge,15,"Arcane Craftsmanship,Craftsmanship",Forge,15 Arrow: Steel 1 Void Salts,
Arrow: Stone (Crude),Forge,5,Craftsmanship,Forge,1 Wood 1 Sharp Rock,Forage Skill Less or Equal to 2
Arrow: Stone (Crude),Player Crafting,5,Craftsmanship,Player Crafting,1 Wood 1 Sharp Rock,Forage Skill Less or Equal to 2
Ashfire Mead,Brewing Barrel,2,,Brewing Barrel,1 Juniper Berries 1 Honey 1 Ashen Grass Pod,"Dragonborn - Retaking Thirsk Complete,Dragonborn - Retaking Thirsk Complete"
Auriel's Bow,Sharpening Wheel,1,Legendary Blacksmithing,Sharpening Wheel,1 Ingot: Moonstone 2 Hide Lace,
Auriel's Bow Replica,Forge,1,Advanced Blacksmithing,Forge,3 Ingot: Moonstone 1 Ingot: Quicksilver 2 Leather Strips,DawnGuard - Touching the Sky Complete
Auriel's Bow Replica,Sharpening Wheel,1,Elven Blacksmithing,Sharpening Wheel,1 Ingot: Moonstone,
Auriel's Shield,Armor Table,1,Legendary Blacksmithing,Armor Table,1 Ingot: Moonstone,
Auriel's Shield Replica,Forge,1,Advanced Light Smithing,Forge,3 Ingot: Moonstone 2 Ingot: Quicksilver 2 Leather Strips,DawnGuard - Touching the Sky Complete
Auriel's Shield Replica,Armor Table,1,Elven Blacksmithing,Armor Table,1 Ingot: Moonstone,
Bandage,Breakdown,1,,Breakdown,1 Linen Cloth - Tan,
Bandage,Player Crafting,1,,Player Crafting,1 Cotton Cloth - Tan,
Bandage,Breakdown,1,,Breakdown,1 Linen Cloth - Orange,
Bandage,Breakdown,1,,Breakdown,1 Cotton Cloth - Brown,
Bandage,Player Crafting,1,,Player Crafting,1 Linen Cloth - Blue,
Bandage,Player Crafting,1,,Player Crafting,1 Linen Cloth - Indigo,
Bandage,Player Crafting,1,,Player Crafting,1 Linen Cloth - Orange,
Bandage,Breakdown,1,,Breakdown,1 Cotton Cloth - Tan,
Bandage,Breakdown,1,,Breakdown,1 Cotton Cloth - Blue,
Bandage,Breakdown,1,,Breakdown,1 Cotton Cloth,
Bandage,Player Crafting,1,,Player Crafting,1 Linen Cloth - Black,
Bandage,Player Crafting,1,,Player Crafting,1 Linen Cloth - Purple,
Bandage,Player Crafting,1,,Player Crafting,1 Cotton Cloth - Red,
Bandage,Player Crafting,1,,Player Crafting,1 Linen Cloth - Grey,
Bandage,Player Crafting,1,,Player Crafting,1 Cotton Cloth - Blue,
Bandage,Player Crafting,1,,Player Crafting,1 Cotton Cloth - Yellow,
Bandage,Player Crafting,1,,Player Crafting,1 Cotton Cloth - Green,
Bandage,Breakdown,1,,Breakdown,1 Cotton Cloth - Indigo,
Bandage,Player Crafting,1,,Player Crafting,1 Cotton Cloth - Grey,
Bandage,Player Crafting,1,,Player Crafting,1 Linen Cloth - Red,
Bandage,Player Crafting,1,,Player Crafting,1 Linen Cloth - Brown,
Bandage,Breakdown,1,,Breakdown,1 Cotton Cloth - Black,
Bandage,Breakdown,1,,Breakdown,1 Linen Cloth - Grey,
Bandage,Breakdown,1,,Breakdown,1 Linen Cloth - Purple,
Bandage,Breakdown,1,,Breakdown,1 Linen Cloth,
Bandage,Breakdown,1,,Breakdown,1 Linen Cloth - Yellow,
Bandage,Player Crafting,1,,Player Crafting,1 Linen Cloth,
Bandage,Player Crafting,1,,Player Crafting,1 Linen Cloth - Tan,
Bandage,Breakdown,1,,Breakdown,1 Linen Cloth - Black,
Bandage,Breakdown,1,,Breakdown,1 Cotton Cloth - Yellow,
Bandage,Breakdown,1,,Breakdown,1 Cotton Cloth - Orange,
Bandage,Player Crafting,1,,Player Crafting,1 Cotton Cloth,
Bandage,Player Crafting,1,,Player Crafting,1 Cotton Cloth - Orange,
Bandage,Player Crafting,1,,Player Crafting,1 Cotton Cloth - Brown,
Bandage,Breakdown,1,,Breakdown,1 Linen Cloth - Indigo,
Bandage,Player Crafting,1,,Player Crafting,1 Cotton Cloth - Purple,
Bandage,Player Crafting,1,,Player Crafting,1 Cotton Cloth - Indigo,
Bandage,Breakdown,1,,Breakdown,1 Cotton Cloth - Grey,
Bandage,Breakdown,1,,Breakdown,1 Linen Cloth - Blue,
Bandage,Breakdown,1,,Breakdown,1 Linen Cloth - Brown,
Bandage,Player Crafting,1,,Player Crafting,1 Cotton Cloth - Black,
Bandage,Breakdown,1,,Breakdown,1 Cotton Cloth - Purple,
Bandage,Breakdown,1,,Breakdown,1 Linen Cloth - Green,
Bandage,Breakdown,1,,Breakdown,1 Cotton Cloth - Green,
Bandage,Player Crafting,1,,Player Crafting,1 Linen Cloth - Yellow,
Bandage,Player Crafting,1,,Player Crafting,1 Linen Cloth - Green,
Bandage,Breakdown,1,,Breakdown,1 Cotton Cloth - Red,
Bandage,Breakdown,1,,Breakdown,1 Linen Cloth - Red,
Barrel,Furniture Workbench,2,,Furniture Workbench,5 Wood 1 Iron Nails,
Bear and Bear Chowder,Cook pot,2,,Cook pot,1 Ale 1 Goat Cheese Slice 1 Blue Mountain Flower 1 Bottled Milk 1 Raw Bear Meat,
Bear Carrot Stew,Cook pot,10,,Cook pot,5 Carrot 5 Raw Bear Meat 5 Glass Bottle (Water),
Bear Carrot Stew,Cook pot,2,,Cook pot,1 Carrot 1 Raw Bear Meat 1 Glass Bottle (Water),
Bear Jerky,Cook pot,15,,Cook pot,30 Salt 5 Raw Bear Meat,
Bear Jerky,Cook pot,3,,Cook pot,6 Salt 1 Raw Bear Meat,
Bearskin Cloak - Black,Player Crafting,1,Craftsmanship,Player Crafting,3 Pelt: Cave Bear 2 Bear Claws 3 Leather Strips,
Bearskin Cloak - Brown,Player Crafting,1,Craftsmanship,Player Crafting,3 Pelt: Bear 2 Bear Claws 3 Leather Strips,
Bearskin Cloak - Ornate Black,Player Crafting,1,Craftsmanship,Player Crafting,3 Pelt: Cave Bear 2 Bear Claws 3 Leather Strips 1 Pelt: Snow Fox,
Bearskin Cloak - Ornate Brown,Player Crafting,1,Craftsmanship,Player Crafting,3 Pelt: Bear 2 Bear Claws 3 Leather Strips 1 Pelt: Snow Fox,
Bearskin Cloak - Ornate White,Player Crafting,1,Craftsmanship,Player Crafting,3 Pelt: Snow Bear 2 Bear Claws 3 Leather Strips 1 Pelt: Snow Fox,
Bearskin Cloak - Trimmed Black,Player Crafting,1,Craftsmanship,Player Crafting,3 Pelt: Cave Bear 2 Bear Claws 3 Leather Strips 1 Fur Plate,
Bearskin Cloak - Trimmed Brown,Player Crafting,1,Craftsmanship,Player Crafting,3 Pelt: Bear 2 Bear Claws 3 Leather Strips 1 Fur Plate,
Bearskin Cloak - Trimmed White,Player Crafting,1,Craftsmanship,Player Crafting,3 Pelt: Snow Bear 2 Bear Claws 3 Leather Strips 1 Fur Plate,
Bearskin Cloak - White,Player Crafting,1,Craftsmanship,Player Crafting,3 Pelt: Snow Bear 2 Bear Claws 3 Leather Strips,
Bearskin Hood - Black,Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Cave Bear 1 Leather Strips,
Bearskin Hood - Brown,Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Bear 1 Leather Strips,
Bearskin Hood - Ornate Black,Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Cave Bear 1 Leather Strips 1 Pelt: Snow Fox,
Bearskin Hood - Ornate Brown,Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Bear 1 Leather Strips 1 Pelt: Snow Fox,
Bearskin Hood - Ornate White,Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Snow Bear 1 Leather Strips 1 Pelt: Snow Fox,
Bearskin Hood - Trimmed Black,Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Cave Bear 1 Leather Strips 1 Fur Plate,
Bearskin Hood - Trimmed Brown,Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Bear 1 Leather Strips 1 Fur Plate,
Bearskin Hood - Trimmed White,Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Snow Bear 1 Leather Strips 1 Fur Plate,
Bearskin Hood - White,Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Snow Bear 1 Leather Strips,
Beef Jerky,Cook pot,3,,Cook pot,6 Salt 1 Raw Beef,
Beef Stew,Cook pot,5,,Cook pot,5 Salt 5 Garlic 5 Carrot 5 Raw Beef 5 Glass Bottle (Water),
Beef Stew,Cook pot,1,,Cook pot,1 Salt 1 Garlic 1 Carrot 1 Raw Beef 1 Glass Bottle (Water),
Beggar's Broth,Cook pot,2,,Cook pot,1 Raw Horse Meat 2 Purple Mountain Flower 1 Glass Bottle (Water),
Bestial Stew,Cook pot,5,,Cook pot,5 Raw Salmon Steak 5 Bottled Milk 5 Wolf Heart 15 Raw Wolf Meat,
Bestial Stew,Cook pot,1,,Cook pot,1 Raw Salmon Steak 1 Bottled Milk 1 Wolf Heart 3 Raw Wolf Meat,
Black Bonesap,Player Crafting,1,,Player Crafting,1 Bonesap 1 Powdered Charcoal,Forage Skill Greater or Equal to 5
Black-Briar Reserve,Brewing Barrel,2,,Brewing Barrel,4 Wheat,
Blackguard's Boots,Armor Table,1,Advanced Light Smithing,Armor Table,1 Leather,
Blackguard's Cuirass,Armor Table,1,Advanced Light Smithing,Armor Table,1 Leather,
Blackguard's Gloves,Armor Table,1,Advanced Light Smithing,Armor Table,1 Leather,
Blackguard's Hood,Armor Table,1,Advanced Light Smithing,Armor Table,1 Leather,
Blacksmithing Supplies,Player Crafting,1,Craftsmanship,Player Crafting,4 Wood,
Blade of Sacrifice,Sharpening Wheel,1,Ebony Blacksmithing,Sharpening Wheel,1 Ingot: Ebony,
Blade of Sacrifice Replica,Forge,1,Ebony Blacksmithing,Forge,1 Ingot: Ebony 1 Ingot: Quicksilver 1 Leather Strips,Daedra - Boethiahs Calling
Blade of Sacrifice Replica,Sharpening Wheel,1,Advanced Blacksmithing,Sharpening Wheel,1 Ingot: Ebony,
Blade of the Rourken,Sharpening Wheel,1,Dwarven Blacksmithing,Sharpening Wheel,1 Ingot: Dwarven,
Blade of Woe,Sharpening Wheel,1,Craftsmanship,Sharpening Wheel,1 Ingot: Steel,
Blade of Woe Awakened,Sharpening Wheel,1,Advanced Blacksmithing,Sharpening Wheel,1 Ingot: Steel,
Blade of Woe Replica,Sharpening Wheel,1,Advanced Blacksmithing,Sharpening Wheel,1 Ingot: Ebony,
Blade of Woe Replica,Forge,1,Ebony Blacksmithing,Forge,1 Ingot: Ebony 1 Ingot: Quicksilver 1 Leather Strips,Dark Brotherhood - Death Incarnate Complete
Blades Boots,Forge,1,Advanced Blacksmithing,Forge,3 Ingot: Steel 1 Ingot: Corundum 2 Leather Strips 1 Leather,Main Quest - Alduins Wall Complete
Blades Boots,Armor Table,1,Craftsmanship,Armor Table,1 Ingot: Corundum,
Blades Cuirass,Forge,1,Advanced Blacksmithing,Forge,5 Ingot: Steel 2 Ingot: Corundum 4 Leather Strips 2 Leather,Main Quest - Alduins Wall Complete
Blades Cuirass,Armor Table,1,Craftsmanship,Armor Table,1 Ingot: Corundum,
Blades Gauntlets,Forge,1,Advanced Blacksmithing,Forge,2 Ingot: Steel 1 Ingot: Corundum 2 Leather Strips 1 Leather,Main Quest - Alduins Wall Complete
Blades Gauntlets,Armor Table,1,Craftsmanship,Armor Table,1 Ingot: Corundum,
Blades Helmet,Armor Table,1,Craftsmanship,Armor Table,1 Ingot: Corundum,
Blades Helmet,Forge,1,Advanced Blacksmithing,Forge,3 Ingot: Steel 1 Ingot: Corundum 1 Leather Strips 1 Leather,Main Quest - Alduins Wall Complete
Blades Shield,Forge,1,Advanced Blacksmithing,Forge,4 Ingot: Steel 1 Ingot: Corundum 2 Leather Strips,Main Quest - Alduins Wall Complete
Blades Shield,Armor Table,1,Craftsmanship,Armor Table,1 Ingot: Corundum,
Blood of the Hunt (Strange Brew),Cook pot,1,,Cook pot,1 Bear Heart 1 Deer Heart 1 Goat Heart 1 Wolf Heart 1 Mammoth Heart,Brewing Skill Greater or Equal to 2
Bloodscythe,Sharpening Wheel,1,Ebony Blacksmithing,Sharpening Wheel,1 Ingot: Ebony,
Bloodskal Blade,Sharpening Wheel,1,Craftsmanship,Sharpening Wheel,1 Ingot: Silver,
Bloodskal Blade Replica,Forge,1,Advanced Blacksmithing,Forge,2 Ingot: Silver 3 Leather Strips 4 Heart Stone,Dragonborn - The Final Decent Complete
Bloodskal Blade Replica,Sharpening Wheel,1,Advanced Blacksmithing,Sharpening Wheel,1 Ingot: Silver,
Bloodthorn,Sharpening Wheel,1,Craftsmanship,Sharpening Wheel,1 Ingot: Steel,
Bloody Rags,Breakdown,2,,Breakdown,"1 Linen Tunic - Belted Black, Bloody",
Boar Jerky,Cook pot,3,,Cook pot,6 Salt 1 Raw Boar Meat,
Boar Leek Stew,Cook pot,2,,Cook pot,1 Leek 1 Raw Boar Meat 1 Glass Bottle (Water),
Boar Potato Stew,Cook pot,2,,Cook pot,1 Potato 1 Raw Boar Meat 1 Glass Bottle (Water),
Boiled Cabbage and Mammoth,Cook pot,2,,Cook pot,1 Cabbage 1 Raw Mammoth Meat,
Boiled Skeever Tail,Player Crafting,1,,Player Crafting,1 Skeever Tail,Forage Skill Greater or Equal to 1
Bolar's Oathblade,Sharpening Wheel,1,Craftsmanship,Sharpening Wheel,1 Ingot: Steel,
Bolt: Ancient Nordic Hero,Forge,15,Advanced Blacksmithing,Forge,1 Ingot: Corundum 1 Wood,
Bolt: Ancient Nordic Hero Fire,Forge,15,"Arcane Craftsmanship,Advanced Blacksmithing",Forge,1 Fire Salts 15 Bolt: Ancient Nordic Hero,
Bolt: Ancient Nordic Hero Frost,Forge,15,"Arcane Craftsmanship,Advanced Blacksmithing",Forge,1 Frost Salts 15 Bolt: Ancient Nordic Hero,
Bolt: Ancient Nordic Hero Shock,Forge,15,"Arcane Craftsmanship,Advanced Blacksmithing",Forge,1 Void Salts 15 Bolt: Ancient Nordic Hero,
Bolt: Daedric,Forge,150,Daedric Smithing,Forge,1 Soul Gem: Black (Empty) 1 Daedra Heart 150 Bolt: Ebony,
Bolt: Daedric Fire,Forge,15,"Arcane Craftsmanship,Daedric Smithing",Forge,1 Fire Salts 15 Bolt: Daedric,
Bolt: Daedric Ice,Forge,15,"Arcane Craftsmanship,Daedric Smithing",Forge,1 Frost Salts 15 Bolt: Daedric,
Bolt: Daedric Shock,Forge,15,"Arcane Craftsmanship,Daedric Smithing",Forge,1 Void Salts 15 Bolt: Daedric,
Bolt: Dark Brotherhood,Forge,15,Ebony Blacksmithing,Forge,1 Ingot: Ebony 1 Wood,
Bolt: Dark Brotherhood Fire,Forge,15,"Arcane Craftsmanship,Ebony Blacksmithing",Forge,1 Fire Salts 15 Bolt: Dark Brotherhood,
Bolt: Dark Brotherhood Frost,Forge,15,"Arcane Craftsmanship,Ebony Blacksmithing",Forge,1 Frost Salts 15 Bolt: Dark Brotherhood,
Bolt: Dark Brotherhood Shock,Forge,25,"Arcane Craftsmanship,Ebony Blacksmithing",Forge,1 Void Salts 15 Bolt: Dark Brotherhood,
Bolt: Dawnguard,Forge,15,Craftsmanship,Forge,1 Ingot: Silver 1 Wood,
Bolt: Dawnguard Fire,Forge,15,"Craftsmanship,Arcane Craftsmanship",Forge,1 Fire Salts 15 Bolt: Dawnguard,
Bolt: Dawnguard Frost,Forge,15,"Craftsmanship,Arcane Craftsmanship",Forge,1 Frost Salts 15 Bolt: Dawnguard,
Bolt: Dawnguard Shock,Forge,15,"Craftsmanship,Arcane Craftsmanship",Forge,1 Void Salts 15 Bolt: Dawnguard,
Bolt: Dragonbone,Forge,15,Draconic Blacksmithing,Forge,1 Dragon Bone 1 Wood,
Bolt: Dragonbone Fire,Forge,15,"Arcane Craftsmanship,Draconic Blacksmithing",Forge,1 Fire Salts 15 Bolt: Dragonbone,
Bolt: Dragonbone Ice,Forge,15,"Arcane Craftsmanship,Draconic Blacksmithing",Forge,1 Frost Salts 15 Bolt: Dragonbone,
Bolt: Dragonbone Shock,Forge,15,"Arcane Craftsmanship,Draconic Blacksmithing",Forge,1 Void Salts 15 Bolt: Dragonbone,
Bolt: Dwarven,Forge,15,Dwarven Blacksmithing,Forge,1 Wood 1 Ingot: Dwarven,
Bolt: Dwarven Fire,Forge,15,"Arcane Craftsmanship,Dwarven Blacksmithing",Forge,1 Fire Salts 15 Bolt: Dwarven,
Bolt: Dwarven Fireburst,Forge,15,"Dwarven Blacksmithing,Arcane Craftsmanship",Forge,1 Fire Salts 15 Bolt: Dwarven,Read Dwemer Bolt of Fire Schematic
Bolt: Dwarven Ice,Forge,15,"Arcane Craftsmanship,Dwarven Blacksmithing",Forge,1 Frost Salts 15 Bolt: Dwarven,
Bolt: Dwarven Iceburst,Forge,15,"Dwarven Blacksmithing,Arcane Craftsmanship",Forge,1 Frost Salts 15 Bolt: Dwarven,Read Dwemer Bolt of Ice Schematic
Bolt: Dwarven Shock,Forge,15,"Arcane Craftsmanship,Dwarven Blacksmithing",Forge,1 Void Salts 15 Bolt: Dwarven,
Bolt: Dwarven Shockburst,Forge,15,"Dwarven Blacksmithing,Arcane Craftsmanship",Forge,1 Void Salts 15 Bolt: Dwarven,Read Dwemer Bolt of Shock Schematic
Bolt: Ebony,Forge,15,Ebony Blacksmithing,Forge,1 Ingot: Ebony 1 Wood,
Bolt: Ebony Fire,Forge,15,"Arcane Craftsmanship,Ebony Blacksmithing",Forge,1 Fire Salts 15 Bolt: Ebony,
Bolt: Ebony Ice,Forge,15,"Arcane Craftsmanship,Ebony Blacksmithing",Forge,1 Frost Salts 15 Bolt: Ebony,
Bolt: Ebony Shock,Forge,15,"Arcane Craftsmanship,Ebony Blacksmithing",Forge,1 Void Salts 15 Bolt: Ebony,
Bolt: Elven,Forge,15,Elven Blacksmithing,Forge,1 Wood 1 Ingot: Calcinium,
Bolt: Elven Fire,Forge,15,"Arcane Craftsmanship,Elven Blacksmithing",Forge,1 Fire Salts 15 Bolt: Elven,
Bolt: Elven Ice,Forge,15,"Arcane Craftsmanship,Elven Blacksmithing",Forge,1 Frost Salts 15 Bolt: Elven,
Bolt: Elven Shock,Forge,15,"Arcane Craftsmanship,Elven Blacksmithing",Forge,1 Void Salts 15 Bolt: Elven,
Bolt: Glass,Forge,15,Glass Blacksmithing,Forge,1 Ingot: Malachite 1 Wood,
Bolt: Glass Fire,Forge,15,"Arcane Craftsmanship,Glass Blacksmithing",Forge,1 Fire Salts 15 Bolt: Glass,
Bolt: Glass Ice,Forge,15,"Arcane Craftsmanship,Glass Blacksmithing",Forge,1 Frost Salts 15 Bolt: Glass,
Bolt: Glass Shock,Forge,15,"Arcane Craftsmanship,Glass Blacksmithing",Forge,1 Void Salts 15 Bolt: Glass,
Bolt: Imperial,Forge,15,Craftsmanship,Forge,1 Ingot: Steel 1 Wood,
Bolt: Imperial Fire,Forge,15,"Craftsmanship,Arcane Craftsmanship",Forge,1 Fire Salts 15 Bolt: Imperial,
Bolt: Imperial Frost,Forge,15,"Craftsmanship,Arcane Craftsmanship",Forge,1 Frost Salts 15 Bolt: Imperial,
Bolt: Imperial Shock,Forge,15,"Craftsmanship,Arcane Craftsmanship",Forge,1 Void Salts 15 Bolt: Imperial,
Bolt: Iron,Forge,15,Craftsmanship,Forge,1 Ingot: Iron 1 Wood,
Bolt: Iron Fire,Forge,15,"Craftsmanship,Arcane Craftsmanship",Forge,1 Fire Salts 15 Bolt: Iron,
Bolt: Iron Ice,Forge,15,"Craftsmanship,Arcane Craftsmanship",Forge,1 Frost Salts 15 Bolt: Iron,
Bolt: Iron Shock,Forge,15,"Craftsmanship,Arcane Craftsmanship",Forge,1 Void Salts 15 Bolt: Iron,
Bolt: Ivory (Crude),Player Crafting,10,Craftsmanship,Player Crafting,1 Wood 1 Polished Ivory,"Forage Skill Greater or Equal to 1,Forage Skill Less than 4"
Bolt: Ivory (Good),Player Crafting,10,Craftsmanship,Player Crafting,1 Wood 1 Polished Ivory 10 Fragment: Ivory,"Forage Skill Greater or Equal to 4,Forage Skill Less than 8"
Bolt: Ivory (Superlative),Player Crafting,10,Craftsmanship,Player Crafting,1 Wood 1 Bonesap 1 Polished Ivory 10 Fragment: Ivory,Forage Skill Greater or Equal to 8
Bolt: Orcish,Forge,15,Orcish Blacksmithing,Forge,1 Ingot: Orichalcum 1 Wood,
Bolt: Orcish Fire,Forge,15,"Arcane Craftsmanship,Orcish Blacksmithing",Forge,1 Fire Salts 15 Bolt: Orcish,
Bolt: Orcish Ice,Forge,15,"Arcane Craftsmanship,Orcish Blacksmithing",Forge,1 Frost Salts 15 Bolt: Orcish,
Bolt: Orcish Shock,Forge,15,"Arcane Craftsmanship,Orcish Blacksmithing",Forge,1 Void Salts 15 Bolt: Orcish,
Bolt: Silver,Forge,15,Craftsmanship,Forge,1 Ingot: Silver 1 Ingot: Steel 1 Wood,
Bolt: Silver Fire,Forge,15,"Arcane Craftsmanship,Craftsmanship",Forge,1 Fire Salts 15 Bolt: Silver,
