Produced Item Name,Qty Made,Perks Needed,Items Required
Paper Roll,2,,"1 Mysticism, The Unfathomable Voyage"
Paper Roll,2,,1 Myth or Menace?
Paper Roll,2,,"1 Mythic Dawn Commentaries, Vol. 1"
Paper Roll,2,,"1 Mythic Dawn Commentaries, Vol. 2"
Paper Roll,2,,"1 Mythic Dawn Commentaries, Vol. 3"
Paper Roll,2,,"1 Mythic Dawn Commentaries, Vol. 4"
Paper Roll,2,,1 Myths of Sheogorath
Paper Roll,2,,1 N'Gasta! Kvata! Kvakis!
Paper Roll,2,,1 Nchunak's Fire and Faith
Paper Roll,2,,1 Necromancer's Moon
Paper Roll,2,,1 Nepos' Journal
Paper Roll,2,,1 Nerevar at Red Mountain
Paper Roll,2,,1 Nerevar Moon-and-Star
Paper Roll,2,,1 Night Falls on Sentinel
Paper Roll,2,,1 Night of Tears
Paper Roll,2,,1 Nightingales: Fact or Fiction?
Paper Roll,2,,1 Nord Hero Crossbow Crafting Manual
Paper Roll,2,,1 Nords Arise!
Paper Roll,2,,1 Nords of Skyrim
Paper Roll,2,,1 Nu-Mantia Intercept
Paper Roll,2,,1 Ode to the Tundrastriders
Paper Roll,2,,1 Oelander's Hammer
Paper Roll,2,,1 Of Crossed Daggers
Paper Roll,2,,1 Of Fjori and Holgeir
Paper Roll,2,,1 Of Jephre
Paper Roll,2,,1 Of the Cyrodiilian Tongue
Paper Roll,2,,1 Olaf and the Dragon
Paper Roll,2,,1 Old Tome
Paper Roll,2,,1 On Apocrypha: Boneless Limbs
Paper Roll,2,,1 On Apocrypha: Delving Pincers
Paper Roll,2,,1 On Apocrypha: Gnashing Blades
Paper Roll,2,,1 On Apocrypha: Prying Orbs
Paper Roll,2,,1 On Lycanthropy
Paper Roll,2,,1 On Morrowind
Paper Roll,2,,1 On Oblivion
Paper Roll,2,,1 On Stepping Lightly
Paper Roll,2,,1 On the Great Collapse
Paper Roll,2,,1 On the Nords' Lack of a Creation Myth
Paper Roll,2,,1 Opusculus Lamae Bal
Paper Roll,2,,1 Ordo Legionis
Paper Roll,2,,1 Orsinium and the Orcs
Paper Roll,2,,"1 Palla, Vol. 1"
Paper Roll,2,,"1 Palla, Vol. 2"
Paper Roll,2,,1 Pension of the Ancestor Moth
Paper Roll,2,,1 Physicalities of the Werewolf
Paper Roll,2,,1 Pirate King of the Abecean
Paper Roll,2,,"1 Poison Song, The, Book I"
Paper Roll,2,,"1 Poison Song, The, Book V"
Paper Roll,2,,1 Power of the Elements
Paper Roll,2,,1 Power of the Elements
Paper Roll,2,,1 Power of the Elements
Paper Roll,2,,1 Power of the Elements
Paper Roll,2,,1 Power of the Elements
Paper Roll,2,,1 Progress of Truth
Paper Roll,2,,1 Proper Lock Design
Paper Roll,2,,1 Provinces of Tamriel
Paper Roll,2,,1 Purloined Shadows
Paper Roll,2,,1 Racial Phylogeny
Paper Roll,2,,"1 Real Barenziah, The, Vol. 2"
Paper Roll,2,,1 Reality & Other Falsehoods
Paper Roll,2,,1 Realizations of Acrobacy
Paper Roll,2,,"1 Rear Guard, The"
Paper Roll,2,,1 Recipe: Healing Poultice
Paper Roll,2,,1 Red Eagle's Rite
Paper Roll,2,,"1 Redguards, Their History and Their Heroes"
Paper Roll,2,,1 Redoran Cooking Secrets
Paper Roll,2,,1 Reflections on Cult Worship
Paper Roll,2,,1 Remanada
Paper Roll,2,,1 Report
Paper Roll,2,,1 Report: Disaster at Ionith
Paper Roll,2,,1 Research Log
Paper Roll,2,,1 Response to Bero's Speech
Paper Roll,2,,1 Retun of a Fellow Scholar
Paper Roll,2,,"1 Rising Threat, Vol. 1"
Paper Roll,2,,"1 Rising Threat, Vol. 2"
Paper Roll,2,,"1 Rising Threat, Vol. 3"
Paper Roll,2,,"1 Rising Threat, Vol. 4"
Paper Roll,2,,1 Rislav the Righteous
Paper Roll,2,,1 Ruined Book
Paper Roll,2,,1 Ruins of Kemel-Ze
Paper Roll,2,,1 Ruminations on the Elder Scrolls
Paper Roll,2,,1 Runil's Journal
Paper Roll,2,,1 Sacred Witness
Paper Roll,2,,1 Saint Jiub's Opus
Paper Roll,2,,1 Saint Nerevar
Paper Roll,2,,1 Saints and Seducers
Paper Roll,2,,1 Saryoni's Sermons
Paper Roll,2,,1 Scourge of the Gray Quarter
Paper Roll,2,,1 Sermon Zero of the Thirty-and-Six-and-Nine Sermons of Vivec
Paper Roll,2,,1 Shadowmarks
Paper Roll,2,,1 Shalidor's Insights
Paper Roll,2,,1 Shalidor's Insights
Paper Roll,2,,1 Shalidor's Insights
Paper Roll,2,,1 Shalidor's Insights
Paper Roll,2,,1 Shalidor's Insights
Paper Roll,2,,1 Shalidor's Insights
Paper Roll,2,,1 Shalidor's Insights
Paper Roll,2,,1 Shalidor's Insights
Paper Roll,2,,1 Shezarr and the Divines
Paper Roll,2,,"1 Shor, Son of Shor"
Paper Roll,2,,1 Short History of Morrowind
Paper Roll,2,,1 Silence
Paper Roll,2,,1 Sithis
Paper Roll,2,,1 Skyrim's Rule
Paper Roll,2,,1 Smuggler's Island
Paper Roll,2,,1 Song of Hrormir
Paper Roll,2,,"1 Song of Pelinal, The, Vol. 4"
Paper Roll,2,,1 Song of the Alchemists
Paper Roll,2,,1 Song of the Askelde Men
Paper Roll,2,,1 Songs of Skyrim
Paper Roll,2,,1 Songs of Skyrim: Revised
Paper Roll,2,,"1 Songs of the Return, Vol. 02"
Paper Roll,2,,"1 Songs of the Return, Vol. 07"
Paper Roll,2,,"1 Songs of the Return, Vol. 19"
Paper Roll,2,,"1 Songs of the Return, Vol. 24"
Paper Roll,2,,"1 Songs of the Return, Vol. 56"
Paper Roll,2,,1 Sotha Sil's Last Words
Paper Roll,2,,"1 Souls, Black and White"
Paper Roll,2,,1 Sovngarde: A Reexamination
Paper Roll,2,,1 Special Flora of Tamriel
Paper Roll,2,,1 Spirit of Nirn
Paper Roll,2,,1 Spirit of the Daedra
Paper Roll,2,,1 Stormcloak Crossbow Crafting Manual
Paper Roll,2,,1 Surfeit of Thieves
Paper Roll,2,,1 Tales of Halfdan the Black
Paper Roll,2,,1 Thalmor Dossier - Delphine
Paper Roll,2,,1 Thalmor Dossier - Esbern
Paper Roll,2,,1 Thalmor Dossier - Ulfric Stormcloak
Paper Roll,2,,1 The Affairs of Wizards
Paper Roll,2,,1 The Alchemist's Formulary
Paper Roll,2,,1 The Alduin/Akatosh Dichotomy
Paper Roll,2,,1 The Alik'r
Paper Roll,2,,1 The Almanac of Orcish Blacksmithing
Paper Roll,2,,1 The Amulet of Kings
Paper Roll,2,,1 The Anticipations
Paper Roll,2,,1 The Apprentice's Assistant
Paper Roll,2,,1 The Arcturian Heresy
Paper Roll,2,,1 The Arrowshot Woman
Paper Roll,2,,1 The Art of Dwarven Blacksmithing
Paper Roll,2,,1 The Art of Fishing and Slapping
Paper Roll,2,,1 The Art of War Magic
Paper Roll,2,,1 The Asylum Ball
Paper Roll,2,,1 The Axe Man
Paper Roll,2,,1 The Balladeer's Fakebook
Paper Roll,2,,1 The Battle of Molag Beran
Paper Roll,2,,1 The Bear of Markarth
Paper Roll,2,,1 The Betrayed
Paper Roll,2,,"1 The Black Arrow, Vol. 1"
Paper Roll,2,,"1 The Black Arrow, Vol. 2"
Paper Roll,2,,1 The Black Arts On Trial
Paper Roll,2,,1 The Black Glove
Paper Roll,2,,1 The Blue Book of Riddles
Paper Roll,2,,"1 The Book of Circles, Notes"
Paper Roll,2,,"1 The Book of Circles, Preface"
Paper Roll,2,,"1 The Book of Circles, Vol. 1"
Paper Roll,2,,"1 The Book of Circles, Vol. 2"
Paper Roll,2,,"1 The Book of Circles, Vol. 3"
Paper Roll,2,,1 The Book of Dawn and Dusk
Paper Roll,2,,1 The Book of Fate
Paper Roll,2,,1 The Book of Life and Service
Paper Roll,2,,1 The Book of Rest and Endings
Paper Roll,2,,1 The Book of the Dragonborn
Paper Roll,2,,1 The Bothdorji Scroll
Paper Roll,2,,1 The Buying Game
Paper Roll,2,,1 The Cabin in the Woods
Paper Roll,2,,1 The Cake and the Diamond
Paper Roll,2,,1 The Cantatas Of Vivec
Paper Roll,2,,1 The Cantatas of Vivec
Paper Roll,2,,1 The City of Stone
Paper Roll,2,,1 The Code of Malacath
Paper Roll,2,,1 The Compendium of Draconic Armor
Paper Roll,2,,1 The Consolations of Prayer
Paper Roll,2,,1 The Craftsman's Manual
Paper Roll,2,,1 The Dark Knight's Story
Paper Roll,2,,1 The Diary of Faire Agarwen
Paper Roll,2,,1 The Doors of Oblivion
Paper Roll,2,,1 The Doors of the Spirit
Paper Roll,2,,1 The Dowry
Paper Roll,2,,1 The Dragon Break
Paper Roll,2,,1 The Dragon War
Paper Roll,2,,1 The Dragon's Chilled Blood
Paper Roll,2,,1 The Dreadful Theft of the Sun's Dusk Ale
Paper Roll,2,,1 The Dreamstride
Paper Roll,2,,1 The Eastern Provinces
Paper Roll,2,,1 The Ebon Arm
Paper Roll,2,,1 The Epic of the Grey Falcon
Paper Roll,2,,1 The Exodus
Paper Roll,2,,1 The Faerie
Paper Roll,2,,1 The Fall of the Usurper
Paper Roll,2,,1 The Falmer: A Study
Paper Roll,2,,1 The Firmament
Paper Roll,2,,1 The First Scroll of Baan Dar
Paper Roll,2,,1 The Firsthold Revolt
Paper Roll,2,,1 The Five Far Stars
Paper Roll,2,,1 The Five Hundred Mighty Companions or Thereabouts of Ysgramor the Returned
Paper Roll,2,,1 The Five Tenets
Paper Roll,2,,1 The Four Suitors of Benitah
Paper Roll,2,,1 The Four Totems of Volskygge
Paper Roll,2,,1 The Gold Ribbon of Merit
Paper Roll,2,,1 The Great War
Paper Roll,2,,1 The Healer's Tale
Paper Roll,2,,1 The Holds of Skyrim
Paper Roll,2,,1 The House of Troubles
Paper Roll,2,,1 The Importance of Where
Paper Roll,2,,1 The Journal of Mirtil Angoth
Paper Roll,2,,1 The Kendhall Book of Riddles
Paper Roll,2,,1 The Knights of the Nine
Paper Roll,2,,1 The Last King of the Ayleids
Paper Roll,2,,1 The Legend of Lover's Lament
Paper Roll,2,,1 The Legendary Sancre Tor
Paper Roll,2,,1 The Legendary Scourge
Paper Roll,2,,1 The Light and the Dark
Paper Roll,2,,1 The Liturgy of Affliction
Paper Roll,2,,1 The Liturgy of the Duelists
Paper Roll,2,,1 The Living Woods
Paper Roll,2,,1 The Locked Room
Paper Roll,2,,1 The Lost Prophecy
Paper Roll,2,,1 The Lunar Lorkhan
Paper Roll,2,,"1 The Lusty Argonian Maid, Vol. 2"
Paper Roll,2,,1 The Madness of Pelagius
Paper Roll,2,,1 The Many-Headed Talos
Paper Roll,2,,1 The Marksmanship Lesson
Paper Roll,2,,1 The Mirror
Paper Roll,2,,1 The Monomyth
Paper Roll,2,,1 The Naughty Alchemist
Paper Roll,2,,1 The Night Mother's Truth
Paper Roll,2,,"1 The Nightingales, Vol. 1"
Paper Roll,2,,"1 The Nightingales, Vol. 2"
Paper Roll,2,,1 The Nirnroot Missive
Paper Roll,2,,1 The Oblivion Crisis
Paper Roll,2,,1 The Old Ways
Paper Roll,2,,1 The Origin of the Mages Guild
Paper Roll,2,,1 The Origin of the Mages Guild
Paper Roll,2,,1 The Path of Transcendence
Paper Roll,2,,1 The Pig Children
Paper Roll,2,,"1 The Poison Song, Vol. 2"
Paper Roll,2,,"1 The Poison Song, Vol. 3"
Paper Roll,2,,"1 The Poison Song, Vol. 4"
Paper Roll,2,,"1 The Poison Song, Vol. 6"
Paper Roll,2,,"1 The Poison Song, Vol. 7"
Paper Roll,2,,1 The Posting of the Hunt
Paper Roll,2,,1 The Prayers of Baranat
Paper Roll,2,,1 The Predecessors
Paper Roll,2,,"1 The Prophet Arden-Sul, Vol. 02"
Paper Roll,2,,1 The Ransom of Zarek
Paper Roll,2,,"1 The Real Barenziah, Vol. 1"
Paper Roll,2,,"1 The Real Barenziah, Vol. 01 (Unabridged)"
Paper Roll,2,,"1 The Real Barenziah, Vol. 02 (Unabridged)"
Paper Roll,2,,"1 The Real Barenziah, Vol. 3"
Paper Roll,2,,"1 The Real Barenziah, Vol. 03 (Unabridged)"
Paper Roll,2,,"1 The Real Barenziah, Vol. 4"
Paper Roll,2,,"1 The Real Barenziah, Vol. 04 (Unabridged)"
Paper Roll,2,,"1 The Real Barenziah, Vol. 5"
Paper Roll,2,,"1 The Real Barenziah, Vol. 05 (Unabridged)"
Paper Roll,2,,"1 The Real Barenziah, Vol. 06 (Unabridged)"
Paper Roll,2,,"1 The Real Barenziah, Vol. 07 (Unabridged)"
Paper Roll,2,,"1 The Real Barenziah, Vol. 08 (Unabridged)"
Paper Roll,2,,"1 The Real Barenziah, Vol. 09 (Unabridged)"
Paper Roll,2,,"1 The Real Barenziah, Vol. 10 (Unabridged)"
Paper Roll,2,,"1 The Real Barenziah, Vol. 11 (Unabridged)"
Paper Roll,2,,"1 The Real Barenziah, Vol. 12 (Unabridged)"
Paper Roll,2,,1 The Real Nerevar
Paper Roll,2,,1 The Reclamations
Paper Roll,2,,1 The Red Book of Riddles
Paper Roll,2,,1 The Red Kitchen Reader
Paper Roll,2,,"1 The Red Year, Vol. 1"
Paper Roll,2,,"1 The Red Year, Vol. 2"
Paper Roll,2,,1 The Refugees
Paper Roll,2,,1 The Rise and Fall of the Blades
Paper Roll,2,,1 The Sage
Paper Roll,2,,1 The Secrets of Ragnvald
Paper Roll,2,,1 The Seed
Paper Roll,2,,1 The Seven Curses
Paper Roll,2,,"1 The Seven Fights of The Aldudagga, Fight 1"
Paper Roll,2,,"1 The Seven Fights of The Aldudagga, Fight 2"
Paper Roll,2,,"1 The Seven Fights of The Aldudagga, Fight 3"
Paper Roll,2,,"1 The Seven Fights of The Aldudagga, Fight 4"
Paper Roll,2,,"1 The Seven Fights of The Aldudagga, Fight 6"
Paper Roll,2,,1 The Seven Visions
Paper Roll,2,,1 The Shivering Apothecary
Paper Roll,2,,1 The Shivering Bestiary
Paper Roll,2,,"1 The Song of Pelinal, Vol. 1"
Paper Roll,2,,"1 The Song of Pelinal, Vol. 2"
Paper Roll,2,,"1 The Song of Pelinal, Vol. 3"
Paper Roll,2,,"1 The Song of Pelinal, Vol. 5"
Paper Roll,2,,"1 The Song of Pelinal, Vol. 6"
Paper Roll,2,,"1 The Song of Pelinal, Vol. 7"
Paper Roll,2,,"1 The Song of Pelinal, Vol. 8"
Paper Roll,2,,"1 The Song of Return: Skyrim, a Preamble"
Paper Roll,2,,1 The Standing Stones
Paper Roll,2,,1 The Story of Lyrisius
Paper Roll,2,,1 The Stranger
Paper Roll,2,,"1 The Sultry Argonian Bard, Vol. 1"
Paper Roll,2,,1 The Tale of Dro'Zira
Paper Roll,2,,1 The Talos Mistake
Paper Roll,2,,1 The Ten Commands of the Nine Divines
Paper Roll,2,,1 The Third Door
Paper Roll,2,,1 The Third Era Timeline
Paper Roll,2,,1 The Thirteenth Stone
Paper Roll,2,,1 The Torturer's Guide
Paper Roll,2,,1 The Totems of Hircine
Paper Roll,2,,1 The Totems of Hircine
Paper Roll,2,,1 The True Nature of Orcs
Paper Roll,2,,1 The True Noble's Code
Paper Roll,2,,1 The True Purpose of Tamriel
Paper Roll,2,,1 The Tsaesci Creation Myth
Paper Roll,2,,1 The Vagaries of Magicka
Paper Roll,2,,1 The War of Betony - Fav'te
Paper Roll,2,,1 The War of Betony - Newgate
Paper Roll,2,,1 The Warp in the West
Paper Roll,2,,1 The Warrior's Charge
Paper Roll,2,,1 The Water-getting Girl and the Inverse Tiger
Paper Roll,2,,1 The Waters of Oblivion
Paper Roll,2,,1 The Wild Elves
Paper Roll,2,,1 The Windhelm Letters
Paper Roll,2,,1 The Wispmother
Paper Roll,2,,"1 The Wolf Queen, Vol. 1"
Paper Roll,2,,"1 The Wolf Queen, Vol. 2"
Paper Roll,2,,"1 The Wolf Queen, Vol. 3"
Paper Roll,2,,"1 The Wolf Queen, Vol. 4"
Paper Roll,2,,"1 The Wolf Queen, Vol. 5"
Paper Roll,2,,"1 The Wolf Queen, Vol. 6"
Paper Roll,2,,"1 The Wolf Queen, Vol. 7"
Paper Roll,2,,"1 The Wolf Queen, Vol. 8"
Paper Roll,2,,1 The Woodcutter's Wife
Paper Roll,2,,"1 The Xal-Gosleigh Letters, Vol. 1"
Paper Roll,2,,"1 The Xal-Gosleigh Letters, Vol. 2"
Paper Roll,2,,"1 The Xal-Gosleigh Letters, Vol. 3"
Paper Roll,2,,"1 The Xal-Gosleigh Letters, Vol. 4"
Paper Roll,2,,"1 The Xal-Gosleigh Letters, Vol. 5"
Paper Roll,2,,"1 The Xal-Gosleigh Letters, Vol. 6"
Paper Roll,2,,"1 The Xal-Gosleigh Letters, Vol. 7"
Paper Roll,2,,1 There Be Dragons
Paper Roll,2,,1 Thief
Paper Roll,2,,1 Thief of Virtue
Paper Roll,2,,1 Thieves Guild Crossbow Crafting Manual
Paper Roll,2,,"1 Thirsk, A Revised History"
Paper Roll,2,,1 Three Thieves
Paper Roll,2,,"1 Tiber Septim's Sword-Meeting with Cyrus the Restless, Vol. 1"
Paper Roll,2,,"1 Tiber Septim's Sword-Meeting with Cyrus the Restless, Vol. 2"
Paper Roll,2,,"1 Tiber Septim's Sword-Meeting with Cyrus the Restless, Vol. 3"
Paper Roll,2,,"1 Tiber Septim's Sword-Meeting with Cyrus the Restless, Vol. 4"
Paper Roll,2,,"1 Tiber Septim's Sword-Meeting with Cyrus the Restless, Vol. 5"
Paper Roll,2,,"1 Tiber Septim's Sword-Meeting with Cyrus the Restless, Vol. 6"
Paper Roll,2,,1 Tolfdir's Book
Paper Roll,2,,1 Touching the Sky
Paper Roll,2,,1 Trap
Paper Roll,2,,1 Treatise on Ayleidic Cities
Paper Roll,2,,1 Trials of St. Alessia
Paper Roll,2,,1 Troll Slaying
Paper Roll,2,,1 Twin Secrets
Paper Roll,2,,1 Tyranus' Journal
Paper Roll,2,,1 Uncommon Taste
Paper Roll,2,,1 Uncommon Taste - Signed
Paper Roll,2,,"1 Unknown Book, Vol. 1"
Paper Roll,2,,"1 Unknown Book, Vol. 2"
Paper Roll,2,,"1 Unknown Book, Vol. 3"
Paper Roll,2,,"1 Unknown Book, Vol. 4"
Paper Roll,2,,"1 Vampires of the Iliac Bay, Vol. 1"
Paper Roll,2,,"1 Vampires of the Iliac Bay, Vol. 2"
Paper Roll,2,,"1 Vampires of Vvardenfell, Vol. 1"
Paper Roll,2,,"1 Vampires of Vvardenfell, Vol. 2"
Paper Roll,2,,1 Vampirism and the Lives of the Unliving
Paper Roll,2,,1 Varieties of Daedra
Paper Roll,2,,1 Varieties of Faith in the Empire
Paper Roll,2,,"1 Vehk's Teaching, Vol. 1"
Paper Roll,2,,"1 Vehk's Teaching, Vol. 2"
Paper Roll,2,,"1 Vehk's Teaching, Vol. 3"
Paper Roll,2,,"1 Vehk's Teaching, Vol. 4"
Paper Roll,2,,"1 Vehk's Teaching, Vol. 5"
Paper Roll,2,,"1 Vehk's Teaching, Vol. 6"
Paper Roll,2,,"1 Vehk's Teaching, Vol. 7"
Paper Roll,2,,1 Vernaccus and Bourlor
Paper Roll,2,,1 Vernaccus and Bourlor
Paper Roll,2,,1 Vivec and Mephala
Paper Roll,2,,1 Wabbajack
Paper Roll,2,,"1 Walking the World, Vol. 11"
Paper Roll,2,,1 War of the First Council
Paper Roll,2,,1 Warrior
Paper Roll,2,,1 Watcher of Stones
Paper Roll,2,,1 Way of the Exposed Palm
Paper Roll,2,,"1 Wayrest, Jewel of the Bay"
Paper Roll,2,,1 What My Beloved Taught Me
Paper Roll,2,,1 Where Were You When the Dragon Broke?
Paper Roll,2,,1 Why were the Dwemer Considered a Great House?
Paper Roll,2,,1 Wind and Sand
Paper Roll,2,,1 Withershins
Paper Roll,2,,1 Words and Philosophy
Paper Roll,2,,1 Words of Clan Mother Ahnissi
Paper Roll,2,,1 Words of the Wind
Paper Roll,2,,"1 Wraith's Wedding Dowry, The"
Paper Roll,2,,1 Wyndelius' Journal
Paper Roll,2,,1 Yellow Book of Riddles
Paper Roll,2,,1 Yngol and the Sea-Ghosts
Paper Roll,2,,1 Zealotry
Powdered Chitin Plate,1,,1 Falmer Boots (Crude)
Powdered Chitin Plate,1,,1 Falmer Boots (Good)
Powdered Chitin Plate,1,,1 Falmer Boots (Superlative)
Powdered Chitin Plate,1,,1 Falmer Bracers (Crude)
Powdered Chitin Plate,1,,1 Falmer Bracers (Good)
Powdered Chitin Plate,1,,1 Falmer Bracers (Superlative)
Powdered Chitin Plate,2,,1 Falmer Cuirass (Crude)
Powdered Chitin Plate,2,,1 Falmer Cuirass (Good)
Powdered Chitin Plate,2,,1 Falmer Cuirass (Superlative)
Powdered Chitin Plate,3,,1 Falmer Heavy Boots (Crude)
Powdered Chitin Plate,3,,1 Falmer Heavy Boots (Good)
Powdered Chitin Plate,3,,1 Falmer Heavy Boots (Superlative)
Powdered Chitin Plate,7,,1 Falmer Heavy Cuirass (Crude)
Powdered Chitin Plate,7,,1 Falmer Heavy Cuirass (Good)
Powdered Chitin Plate,7,,1 Falmer Heavy Cuirass (Superlative)
Powdered Chitin Plate,3,,1 Falmer Heavy Gauntlets (Crude)
Powdered Chitin Plate,3,,1 Falmer Heavy Gauntlets (Good)
Powdered Chitin Plate,3,,1 Falmer Heavy Gauntlets (Superlative)
Powdered Chitin Plate,3,,1 Falmer Heavy Helm (Crude)
Powdered Chitin Plate,3,,1 Falmer Heavy Helm (Good)
Powdered Chitin Plate,3,,1 Falmer Heavy Helm (Superlative)
Powdered Chitin Plate,1,,1 Falmer Helmet (Crude)
Powdered Chitin Plate,1,,1 Falmer Helmet (Good)
Powdered Chitin Plate,1,,1 Falmer Helmet (Superlative)
Powdered Chitin Plate,3,,1 Falmer Light Bow (Crude)
Powdered Chitin Plate,3,,1 Falmer Light Bow (Good)
Powdered Chitin Plate,3,,1 Falmer Light Bow (Superlative)
Powdered Chitin Plate,2,,1 Falmer Shield  (Good)
Powdered Chitin Plate,2,,1 Falmer Shield (Crude)
Powdered Chitin Plate,2,,1 Falmer Shield (Superlative)
Powdered Chitin Plate,3,,1 Falmer Sword (Crude)
Powdered Chitin Plate,3,,1 Falmer Sword (Good)
Powdered Chitin Plate,3,,1 Falmer Sword (Superlative)
Powdered Chitin Plate,3,,1 Falmer Waraxe (Crude)
Powdered Chitin Plate,3,,1 Falmer Waraxe (Good)
Powdered Chitin Plate,3,,1 Falmer Waraxe (Superlative)
Powdered Dragon Scales,2,,1 Dragon Scales
Powdered Goat Horn,2,,1 Goat Horns
Powdered Horker Tusk,3,,1 Horker Tusk
Powdered Shellbug Chitin,2,,1 Shellbug Helmet (Crude)
Powdered Shellbug Chitin,2,,1 Shellbug Helmet (Good)
Powdered Shellbug Chitin,2,,1 Shellbug Helmet (Superlative)
Separated Gold Amber Circlet,1,,1 Gold Amber Circlet
Separated Gold Amber Necklace,1,,1 Gold Amber Necklace
Separated Gold Amber Ring,1,,1 Gold Amber Ring
Separated Gold Amethyst Circlet,1,,1 Gold Amethyst Circlet
Separated Gold Amethyst Circlet (Flawless),1,,1 Gold Amethyst Circlet (Flawless)
Separated Gold Amethyst Necklace,1,,1 Gold Amethyst Necklace
Separated Gold Amethyst Necklace (Flawless),1,,1 Gold Amethyst Necklace (Flawless)
Separated Gold Amethyst Ring,1,,1 Gold Amethyst Ring
Separated Gold Amethyst Ring (Flawless),1,,1 Gold Amethyst Ring (Flawless)
Separated Gold Aquamarine Circlet,1,,1 Gold Aquamarine Circlet
Separated Gold Aquamarine Circlet (Flawless),1,,1 Gold Aquamarine Circlet (Flawless)
Separated Gold Aquamarine Necklace,1,,1 Gold Aquamarine Necklace
Separated Gold Aquamarine Necklace (Flawless),1,,1 Gold Aquamarine Necklace (Flawless)
Separated Gold Aquamarine Ring,1,,1 Gold Aquamarine Ring
Separated Gold Aquamarine Ring (Flawless),1,,1 Gold Aquamarine Ring (Flawless)
Separated Gold Diamond Circlet,1,,1 Gold Diamond Circlet
Separated Gold Diamond Circlet (Flawless),1,,1 Gold Diamond Circlet (Flawless)
Separated Gold Diamond Necklace,1,,1 Gold Diamond Necklace
Separated Gold Diamond Necklace (Flawless),1,,1 Gold Diamond Necklace (Flawless)
Separated Gold Diamond Ring,1,,1 Gold Diamond Ring
Separated Gold Diamond Ring (Flawless),1,,1 Gold Diamond Ring (Flawless)
Separated Gold Emerald Circlet,1,,1 Gold Emerald Circlet
Separated Gold Emerald Circlet (Flawless),1,,1 Gold Emerald Circlet (Flawless)
Separated Gold Emerald Necklace,1,,1 Gold Emerald Necklace
Separated Gold Emerald Necklace (Flawless),1,,1 Gold Emerald Necklace (Flawless)
Separated Gold Emerald Ring,1,,1 Gold Emerald Ring
Separated Gold Emerald Ring (Flawless),1,,1 Gold Emerald Ring (Flawless)
Separated Gold Garnet Circlet,1,,1 Gold Garnet Circlet
Separated Gold Garnet Circlet (Flawless),1,,1 Gold Garnet Circlet (Flawless)
Separated Gold Garnet Necklace,1,,1 Gold Garnet Necklace
Separated Gold Garnet Necklace (Flawless),1,,1 Gold Garnet Necklace (Flawless)
Separated Gold Garnet Necklace (Flawless),1,,1 Gold Garnet Ring (Flawless)
Separated Gold Garnet Ring,1,,1 Gold Garnet Ring
Separated Gold Onyx Circlet,1,,1 Gold Onyx Circlet
Separated Gold Onyx Necklace,1,,1 Gold Onyx Necklace
Separated Gold Onyx Ring,1,,1 Gold Onyx Ring
Separated Gold Opal Circlet,1,,1 Gold Opal Circlet
Separated Gold Opal Necklace,1,,1 Gold Opal Necklace
Separated Gold Opal Ring,1,,1 Gold Opal Ring
Separated Gold Peridot Circlet,1,,1 Gold Peridot Circlet
Separated Gold Peridot Circlet (Flawless),1,,1 Gold Peridot Circlet (Flawless)
Separated Gold Peridot Necklace,1,,1 Gold Peridot Necklace
Separated Gold Peridot Necklace (Flawless),1,,1 Gold Peridot Necklace (Flawless)
Separated Gold Peridot Ring,1,,1 Gold Peridot Ring
Separated Gold Peridot Ring (Flawless),1,,1 Gold Peridot Ring (Flawless)
Separated Gold Ruby Circlet,1,,1 Gold Ruby Circlet
Separated Gold Ruby Circlet (Flawless),1,,1 Gold Ruby Circlet (Flawless)
Separated Gold Ruby Necklace,1,,1 Gold Ruby Necklace
Separated Gold Ruby Necklace (Flawless),1,,1 Gold Ruby Necklace (Flawless)
Separated Gold Ruby Ring,1,,1 Gold Ruby Ring
Separated Gold Ruby Ring (Flawless),1,,1 Gold Ruby Ring (Flawless)
Separated Gold Sapphire Circlet,1,,1 Gold Sapphire Circlet
Separated Gold Sapphire Circlet (Flawless),1,,1 Gold Sapphire Circlet (Flawless)
Separated Gold Sapphire Necklace,1,,1 Gold Sapphire Necklace
Separated Gold Sapphire Necklace (Flawless),1,,1 Gold Sapphire Necklace (Flawless)
Separated Gold Sapphire Ring,1,,1 Gold Sapphire Ring
Separated Gold Sapphire Ring (Flawless),1,,1 Gold Sapphire Ring (Flawless)
Separated Silver Amber Circlet,1,,1 Silver Amber Circlet
Separated Silver Amber Necklace,1,,1 Silver Amber Necklace
Separated Silver Amber Ring,1,,1 Silver Amber Ring
Separated Silver Amethyst Circlet,1,,1 Silver Amethyst Circlet
Separated Silver Amethyst Circlet (Flawless),1,,1 Silver Amethyst Circlet (Flawless)
Separated Silver Amethyst Necklace,1,,1 Silver Amethyst Necklace
Separated Silver Amethyst Necklace (Flawless),1,,1 Silver Amethyst Necklace (Flawless)
Separated Silver Amethyst Ring,1,,1 Silver Amethyst Ring
Separated Silver Amethyst Ring (Flawless),1,,1 Silver Amethyst Ring (Flawless)
Separated Silver Aquamarine Circlet,1,,1 Silver Aquamarine Circlet
Separated Silver Aquamarine Circlet (Flawless),1,,1 Silver Aquamarine Circlet (Flawless)
Separated Silver Aquamarine Necklace,1,,1 Silver Aquamarine Necklace
